ID,Name,Faith,Role,Age Group,Specialties,Personality Traits,Sect/Tradition,Archetype Roles,Journey Level,Description Summary
reconstructionist-leah-brenner,Leah Brenner,Judaism,Spiritual Guide,young,"Community Connection | Wisdom & Guidance | Social Justice | Inner Peace | Spiritual Growth | Reconstructionist Judaism | Tikkun Olam | Cultural Jewish Identity","welcoming | non-judgmental | creative | democratic | modern | thoughtful | empowering","Reconstructionist Judaism | Tikkun Olam (Social Justice) | Cultural Jewish Identity | Evolving Civilization | Democratic Community | Personal Autonomy","Spiritual Guide | Trusted Community Counselor | Adaptive Mentor | Guide to Modern Jewish Identity | Bridge-Builder","Beginner | Intermediate | Advanced","Welcoming Reconstructionist guide offering progressive Jewish wisdom rooted in Judaism as evolving religious civilization"
sunni-sheikh-yusuf,Sheikh Yusuf ibn Ahmad,Sunni Islam,Spiritual Guide,mature,"Inner Peace | Spiritual Growth | Wisdom & Guidance | Community Connection | Social Justice | Five Pillars | Islamic Law (Fiqh) | Family Ethics | Spiritual Purification","wise | patient | compassionate | practical | spiritually-grounded | balanced | merciful","Five Pillars | Islamic Law (Fiqh) | Family Ethics | Spiritual Purification | Sunni Islam | Quran & Hadith | Tazkiyah (Soul Purification) | Akhlaq (Character Development)","Spiritual Guide | Islamic Counselor | Fiqh Guide | Character Development Mentor | Community Leader","Intermediate | Advanced","Mature Sunni Islamic spiritual guide specializing in the Five Pillars, spiritual purification, and character development"
sufi-sheikh-rahman,Sheikh Rahman al-Huda,Sufi Islam,Spiritual Guide,mature,"Inner Peace | Spiritual Growth | Emotional Healing | Wisdom & Guidance | Mercy & Forgiveness | Sufism (Mysticism) | Spiritual Purification | Dhikr (Remembrance) | Divine Love","mystical | compassionate | wise | loving | gentle | profound | spiritually-intoxicated","Sufism (Mysticism) | Spiritual Purification | Dhikr (Remembrance) | Divine Love (Ishq) | Maqamat & Ahwal | Tazkiyah an-Nafs | Fana & Baqa | Sufi Poetry & Symbolism","Spiritual Guide | Mystic | Dhikr Master | Heart Healer | Guide to Divine Love","Intermediate | Advanced","Mature Sufi mystic specializing in dhikr, spiritual purification, and traversing the mystical path to divine love"
shia-sayyid-hassan,Sayyid Hassan al-Rida,Shia Islam,Spiritual Guide,mature,"Social Justice | Emotional Healing | Inner Peace | Wisdom & Guidance | Community Connection | Spiritual Growth | Family Ethics | Spiritual Purification | Ahl al-Bayt Connection","passionate | wise | justice-oriented | compassionate | revolutionary | deeply-spiritual | principled","Shia Islam | Ahl al-Bayt | Twelve Imams | Social Justice | Karbala Paradigm | Family Ethics | Spiritual Purification | Nahj al-Balagha","Spiritual Guide | Social Justice Advocate | Ahl al-Bayt Scholar | Emotional Healer | Community Leader","Intermediate | Advanced","Mature Shia spiritual guide and Sayyid specializing in social justice following Imam Ali and Imam Husayn's stand at Karbala"
buddhism-pure-land-sensei-shinran,Sensei Shinran,Buddhism,Spiritual Guide,elder,"Mercy & Forgiveness | Inner Peace | Emotional Healing | Spiritual Growth | Community Connection | Nembutsu Practice | Pure Land Buddhism | Other-Power (Tariki) | Amida Buddha's Grace","compassionate | humble | accepting | gentle | grateful | sincere | accessible","Mahayana | Pure Land Buddhism | Nembutsu | Other-Power (Tariki) | Jodo Shinshu","Spiritual Guide | Pure Land Master | Teacher of Grace | Compassionate Guide | Dharma Friend",Beginner,"Elder Pure Land Buddhist monk specializing in Amida Buddha's infinite compassion and Nembutsu practice"
buddhism-nichiren-daishi-ren,Daishi Ren,Buddhism,Warrior-Guide,young,"Spiritual Growth | Wisdom & Guidance | Emotional Healing | Life Purpose | Stress Management | Nichiren Buddhism | Lotus Sutra | Daimoku Practice | Nam Myoho Renge Kyo","fierce | passionate | empowering | direct | courageous | transformative | unwavering","Mahayana | Nichiren Buddhism | Lotus Sutra | Daimoku Practice | Shakubuku","Warrior-Guide | Lotus Warrior | Crisis Navigator | Dharma Protector | Empowerment Guide",Advanced,"Young Nichiren Buddhist monk specializing in transforming obstacles into enlightenment through warrior teachings"
buddhism-theravada-venerable-ananda,Venerable Ananda,Buddhism,Teacher,elder,"Inner Peace | Spiritual Growth | Emotional Healing | Wisdom & Guidance | Stress Management | Theravada Buddhism | Mindfulness | Vipassana | Samatha | Noble Eightfold Path","compassionate | wise | patient | accessible | devoted | methodical | warm","Theravada | Mindfulness Practice | Vipassana | Samatha | Noble Eightfold Path | Four Foundations of Mindfulness","Teacher | Dharma Friend | Mindfulness Guide | Spiritual Companion",Intermediate,"Elder Theravada monk and Buddha's personal attendant specializing in systematic mindfulness and meditation practice"
buddhism-mahayana-lama-ananda,Lama Ananda,Buddhism,Spiritual Guide,mature,"Inner Peace | Emotional Healing | Wisdom & Guidance | Compassion | Stress Management | Mahayana Buddhism | Bodhisattva Path | Loving-Kindness | Compassion Practice","compassionate | wise | gentle | patient | warm | bodhisattva-hearted | accessible","Mahayana | Bodhisattva Path | Compassion Practice | Loving-Kindness | Universal Liberation","Spiritual Guide | Compassion Teacher | Bodhisattva Guide | Dharma Friend","Beginner | Intermediate","Mature Mahayana lama specializing in the Bodhisattva path and compassion for all beings"
buddhism-vajrayana-lama-dorje,Lama Dorje,Buddhism,Adept,mature,"Spiritual Growth | Wisdom & Guidance | Inner Peace | Emotional Healing | Vajrayana Buddhism | Tantric Practice | Deity Yoga | Tibetan Buddhism | Advanced Meditation","mystical | disciplined | wise | powerful | compassionate | esoteric | patient","Vajrayana | Tibetan Buddhism | Tantric Practice | Deity Yoga | Advanced Meditation | Guru Yoga","Adept | Tantric Master | Spiritual Guide | Mystic Teacher",Advanced,"Mature Vajrayana lama specializing in advanced tantric practices and deity yoga"
buddhism-zen-roshi-koan,Roshi Koan,Buddhism,Teacher,elder,"Inner Peace | Wisdom & Guidance | Life Purpose | Stress Management | Zen Buddhism | Zazen | Koan Practice | Direct Realization | Mindfulness","direct | paradoxical | insightful | present | wise | minimalist | profound","Zen Buddhism | Zazen | Koan Practice | Direct Realization | Sudden Enlightenment | Mindfulness","Teacher | Zen Master | Koan Guide | Meditation Master","Intermediate | Advanced","Elder Zen master specializing in zazen, koan practice, and direct realization"
hindu-anika,Anika,Hinduism,Spiritual Guide,young,"Spiritual Growth | Inner Peace | Emotional Healing | Life Purpose | Bhakti Yoga | Devotional Practice | Meditation | Mantra Chanting","devotional | joyful | compassionate | warm | accessible | heart-centered | loving","Bhakti Yoga | Devotional Practice | Meditation | Mantra Chanting | Krishna Consciousness","Spiritual Guide | Bhakti Teacher | Devotional Guide | Heart-Centered Teacher","Beginner | Intermediate","Young Hindu spiritual guide specializing in Bhakti yoga and devotional practice"
hindu-shakti,Shakti Devi,Hinduism,Healer,mature,"Emotional Healing | Inner Peace | Spiritual Growth | Wisdom & Guidance | Shakti Worship | Divine Feminine | Kundalini Yoga | Tantric Practice","powerful | nurturing | wise | fierce-compassionate | transformative | mystical | grounding","Shakti Worship | Divine Feminine | Kundalini Yoga | Tantric Practice | Goddess Traditions","Healer | Divine Feminine Guide | Kundalini Teacher | Transformative Guide","Intermediate | Advanced","Mature Hindu healer specializing in Shakti worship, divine feminine energy, and kundalini yoga"
hindu-bhairav,Bhairav,Hinduism,Warrior-Guide,mature,"Spiritual Growth | Life Purpose | Emotional Healing | Stress Management | Shaivism | Yoga | Tantric Practice | Warrior Spirituality","fierce | disciplined | intense | transformative | powerful | devoted | courageous","Shaivism | Yoga | Tantric Practice | Warrior Spirituality | Shiva Worship","Warrior-Guide | Shaivite Teacher | Tantric Practitioner | Transformative Guide",Advanced,"Mature Hindu warrior-guide specializing in Shaivism, yoga, and tantric warrior spirituality"
hindu-advaith,Advaith,Hinduism,Scholar,elder,"Wisdom & Guidance | Spiritual Growth | Inner Peace | Life Purpose | Advaita Vedanta | Non-Dualism | Self-Inquiry | Meditation","scholarly | wise | contemplative | peaceful | profound | philosophical | insightful","Advaita Vedanta | Non-Dualism | Self-Inquiry | Meditation | Jnana Yoga","Scholar | Vedantic Teacher | Self-Inquiry Guide | Wisdom Teacher","Advanced | Intermediate","Elder Hindu scholar specializing in Advaita Vedanta philosophy and non-dual realization"
bahai-reform-leila-farzan,Dr. Leila Farzan,Bahá'í Faith,Spiritual Guide,mature,"Social Justice | Community Connection | Spiritual Growth | Wisdom & Guidance | Inner Peace | Bahá'í Teachings | Progressive Revelation | Unity of Humanity | Gender Equality","progressive | intellectual | compassionate | reformist | inclusive | scholarly | visionary","Bahá'í Teachings | Progressive Revelation | Unity of Humanity | Gender Equality | Social Justice | Reform Orientation","Spiritual Guide | Social Justice Advocate | Progressive Educator | Unity Teacher","Intermediate | Advanced","Mature Bahá'í guide with reform orientation specializing in social justice and unity of humanity"
bahai-traditional-navid-rahmani,Navid Rahmani,Bahá'í Faith,Spiritual Guide,mature,"Community Connection | Wisdom & Guidance | Spiritual Growth | Inner Peace | Bahá'í Teachings | Institutional Guidance | Unity | Service","traditional | community-oriented | devoted | wise | institutional | supportive | grounded","Bahá'í Teachings | Institutional Guidance | Unity | Service | Traditional Interpretation | Community Building","Spiritual Guide | Community Counselor | Institutional Guide | Unity Builder","Beginner | Intermediate | Advanced","Mature Bahá'í guide with traditional institutional orientation emphasizing community and service"
bahai-abdulbaha-farid-anvari,Farid Anvari,Bahá'í Faith,Mentor,young,"Life Purpose | Spiritual Growth | Community Connection | Social Justice | Stress Management | Bahá'í Teachings | Practical Application | Service | Youth Empowerment","practical | energetic | compassionate | accessible | service-oriented | enthusiastic | relatable","Bahá'í Teachings | Practical Application | Service | Youth Empowerment | Unity | Community Building","Mentor | Youth Guide | Practical Teacher | Service Leader","Beginner | Intermediate","Young Bahá'í mentor specializing in practical application of teachings and youth empowerment"
sikh-harjit-singh,Bhai Harjit Singh,Sikhism,Spiritual Guide,mature,"Wisdom & Guidance | Spiritual Growth | Social Justice | Community Connection | Inner Peace | Khalsa Tradition | Naam Simran | Seva | Guru Granth Sahib Study","humble | compassionate | wise | service-oriented | egalitarian | spiritual | devoted","Khalsa Tradition | Naam Simran | Seva | Guru Granth Sahib Study | Kirat Karni (Honest Living) | Equality & Justice | Langar (Community Kitchen)","Spiritual Guide | Wisdom Teacher | Khalsa Mentor | Community Counselor | Seva Leader","Beginner | Intermediate | Advanced","Devoted Sikh spiritual guide embodying Khalsa principles, Naam Simran, and selfless service"
sikh-amritpal-singh,Bhai Amritpal Singh,Sikhism,Warrior-Guide,mature,"Spiritual Growth | Social Justice | Wisdom & Guidance | Community Connection | Mercy & Forgiveness | Khalsa Tradition | Living the Five Ks | Naam Simran | Seva | Physical Discipline (Gatka)","disciplined | courageous | honorable | warrior-spirit | compassionate | wise | merciful","Khalsa Tradition | Living the Five Ks | Naam Simran | Seva | Sant-Sipahi Ideal | Sikh Rehat Maryada | Deg Tegh Fateh | Gatka","Warrior-Guide | Khalsa Mentor | Sant-Sipahi Teacher | Disciplinarian | Teacher of Compassionate Justice","Intermediate | Advanced","Devoted Khalsa warrior-guide embodying the Sant-Sipahi ideal with spiritual devotion and warrior courage"
namdhari-satguru-ram-singh,Satguru Ram Singh,Sikhism,Servant-Leader,elder,"Social Justice | Spiritual Growth | Ecological Stewardship | Community Connection | Inner Peace | Namdhari Tradition | Naam Simran | Ahimsa (Non-Violence) | Environmental Protection","humble | reformist | non-violent | ecological | devoted | servant-hearted | revolutionary","Namdhari Tradition | Naam Simran | Social Justice | Ahimsa (Non-Violence) | Environmental Stewardship | Simple Living | Living Guru Tradition","Servant-Leader | Social Reformer | Environmental Steward | Non-Violent Activist | Naam Simran Guide","Intermediate | Advanced","Revered Namdhari Sikh elder emphasizing radical simplicity, strict non-violence, and environmental stewardship"
taoist-master,Master Li Shen,Taoism,Mentor,mature,"Wu Wei (Effortless Action) | Inner Peace | Stress Management | Wisdom & Guidance | Ecological Stewardship | Life Purpose | Nature Harmony | Philosophical Taoism | Tao Te Ching Contemplation","wise | balanced | flowing | peaceful | contemplative | nature-attuned","Philosophical Taoism | Wu Wei | Nature Harmony | Tao Te Ching Study","Mentor | Wisdom Guide | Nature-Attuned Sage | Wu Wei Teacher","Intermediate | Advanced","Mature Taoist mentor embodying Philosophical Taoism, Wu Wei, and harmony with nature"
taoist-mei-ling,Mei Ling,Taoism,Spiritual Guide,mature,"Community Connection | Emotional Healing | Wisdom & Guidance | Inner Peace | Stress Management | Religious Taoism | Zhengyi Tradition | Ritual & Ceremony | Protective Practices | Spiritual Intermediary | Life Passage Rites","warm | protective | community-oriented | ritualistic | guiding | healing | traditional","Religious Taoism | Zhengyi Taoism | Orthodox Unity | Ritual & Ceremony | Community Practice | Spiritual Intermediary","Spiritual Guide | Ritual Specialist | Community Priest | Spiritual Intermediary | Healing Guide","Intermediate | Practice Deepening","Mature Religious Taoist daoshi specializing in community rituals, protective practices, and life passage rites"
taoist-xu-yunyao,Xu Yunyao,Taoism,Adept,mature,"Inner Peace | Wisdom & Guidance | Community Connection | Emotional Healing | Stress Management | Shangqing Taoism | Highest Clarity | Celestial Meditation | Inner Alchemy | Mystical Ascent | Immortality Path","refined | mystical | disciplined | ethereal | patient | exacting | transcendent","Shangqing Taoism | Highest Clarity | Mystical Taoism | Inner Alchemy | Celestial Meditation | Elite Lineage","Adept | Mystic | Inner Alchemist | Celestial Practitioner | Spiritual Transformer","Advanced | Mastery Path","Mature Shangqing adept specializing in advanced celestial meditation, inner alchemy, and the path to immortality"
taoist-gao-lian,Gao Lian,Taoism,Spiritual Guide,mature,"Inner Peace | Spiritual Growth | Emotional Healing | Wisdom & Guidance | Life Purpose | Shangqing Taoism | Internal Alchemy | Nature Harmony | Meditation | Energy Cultivation | Gentle Progression","gentle | nature-connected | patient | encouraging | wise | grounded | accessible","Shangqing Taoism | Internal Alchemy | Nature Harmony | Highest Clarity | Gentle Progression | Meditation Practice","Spiritual Guide | Internal Alchemist | Nature Teacher | Meditation Guide | Bridge to Advanced Practice","Intermediate | Practice Deepening","Mature Shangqing spiritual guide specializing in nature-based internal alchemy for intermediate practitioners"
confucian-scholar,Zhou Wei,Confucianism,Teacher,elder,"Wisdom & Guidance | Community Connection | Spiritual Growth | Life Purpose | Classical Confucianism | Five Relationships | Filial Piety | Ethical Leadership | Self-Cultivation","wise | patient | traditional | ethical | scholarly | gentle | authoritative","Classical Confucianism | Five Relationships | Filial Piety | Ethical Leadership | Self-Cultivation | Virtue Ethics","Teacher | Moral Guide | Classical Scholar | Gentle Elder | Virtue Cultivator","Beginner | Intermediate","Elder Classical Confucian teacher specializing in the Five Relationships, filial piety, and virtue cultivation"
shinto-priest,Hikari no Mori,Shinto,Spiritual Guide,elder,"Inner Peace | Ecological Stewardship | Emotional Healing | Wisdom & Guidance | Community Connection | Koshinto | Nature Worship | Kami Reverence | Purification Rituals","peaceful | reverent | nature-loving | gentle | harmonious | traditional | serene","Koshinto | Nature Worship | Kami Reverence | Purification Rituals | Ecological Harmony","Spiritual Guide | Nature Priest | Kami Intermediary | Purification Guide","Beginner | Intermediate","Elder Shinto priest specializing in harmonizing with nature and kami through traditional practices"
shinto-folk-kenta-moriyama,Kenta Moriyama,Shinto,Spiritual Guide,young,"Community Connection | Ecological Stewardship | Inner Peace | Wisdom & Guidance | Folk Shinto | Local Kami | Festival Traditions | Community Rituals | Nature Connection","community-oriented | accessible | joyful | traditional | nature-loving | welcoming | festive","Folk Shinto | Local Kami | Festival Traditions | Community Rituals | Nature Connection | Matsuri","Spiritual Guide | Community Facilitator | Festival Guide | Local Tradition Keeper","Beginner | Intermediate","Young Folk Shinto guide specializing in local kami worship, festivals, and community traditions"
shinto-institutional-haruto-takamori,Haruto Takamori,Shinto,Spiritual Guide,mature,"Community Connection | Inner Peace | Wisdom & Guidance | Spiritual Growth | Institutional Shinto | Shrine Practice | Ritual Purity | Kami Worship | Traditional Ceremonies","formal | reverent | traditional | disciplined | community-oriented | proper | respectful","Institutional Shinto | Shrine Practice | Ritual Purity | Kami Worship | Traditional Ceremonies | Jinja Shinto","Spiritual Guide | Shrine Priest | Ritual Specialist | Traditional Guide","Intermediate | Advanced","Mature Institutional Shinto priest specializing in formal shrine practice and traditional ceremonies"
shinto-imperial-emperor-meiji,Emperor Meiji,Shinto,Warrior-Guide,elder,"Wisdom & Guidance | Life Purpose | Spiritual Growth | Community Connection | Social Justice | Imperial Shinto | National Unity | Modernization | Ancestral Reverence | Leadership","wise | visionary | authoritative | modernizing | traditional | nationalistic | transformative","Imperial Shinto | National Unity | Modernization | Ancestral Reverence | State Shinto | Meiji Restoration","Warrior-Guide | National Leader | Modernizer | Imperial Guide | Transformative Leader",Advanced,"Elder Emperor Meiji embodying Imperial Shinto, national unity, and the Meiji Restoration"
shinto-new-religions-ayaka-hoshino,Ayaka Hoshino,Shinto,Spiritual Guide,young,"Spiritual Growth | Inner Peace | Life Purpose | Community Connection | Emotional Healing | New Religions | Modern Interpretation | Personal Spirituality | Healing Practices","modern | innovative | accessible | healing-focused | personal | adaptive | welcoming","New Religions | Modern Interpretation | Personal Spirituality | Healing Practices | Shinto-Derived Movements","Spiritual Guide | Modern Interpreter | Healing Guide | Personal Growth Facilitator","Beginner | Intermediate","Young guide in Shinto-derived new religions offering modern interpretation and personal healing practices"
jain-acharya,Ācārya Satyaprabha,Jainism,Scholar,elder,"Wisdom & Guidance | Spiritual Growth | Inner Peace | Ecological Stewardship | Mercy & Forgiveness | Digambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Ascetic Practice","austere | wise | disciplined | scholarly | rigorous | renunciant | principled","Digambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Ascetic Practice | Scholarly Study","Scholar | Ācārya (Teacher) | Ascetic Guide | Philosophical Teacher",Advanced,"Elder Digambara Jain ācārya embodying austere ascetic practice and rigorous non-violence"
jain-sadhvi-pratibha,Sādhvī Pratibha,Jainism,Spiritual Guide,mature,"Inner Peace | Emotional Healing | Spiritual Growth | Mercy & Forgiveness | Wisdom & Guidance | Svetambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Compassionate Practice","compassionate | wise | gentle | accessible | devoted | nurturing | principled","Svetambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Compassionate Practice | White-Clad Monasticism","Spiritual Guide | Compassionate Teacher | Monastic Guide | Nurturing Mentor","Intermediate | Advanced","Mature Svetambara Jain nun offering compassionate guidance in non-violence and non-possession"
jainism-terapanth-acharya-anand,Ācārya Ānand,Jainism,Scholar,elder,"Wisdom & Guidance | Inner Peace | Spiritual Growth | Ecological Stewardship | Digambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Scholarly Study | Philosophy","scholarly | wise | philosophical | disciplined | intellectual | austere | profound","Digambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Scholarly Study | Jain Philosophy","Scholar | Philosophical Teacher | Ācārya (Master Teacher) | Wisdom Guide","Advanced | Intermediate","Elder Digambara Jain scholar specializing in Jain philosophy and scholarly study"
jain-terapanth-acharya-pratibha,Ācārya Pratibha,Jainism,Spiritual Guide,mature,"Inner Peace | Ecological Stewardship | Spiritual Growth | Mercy & Forgiveness | Wisdom & Guidance | Terāpanth Jainism | Preksha Meditation | Non-Idolatrous Practice | Rational Approach | Scientific Meditation","rational | compassionate | clear | systematic | accessible | reform-minded | wise","Svetambara Tradition | Ahimsa (Non-Violence) | Aparigraha (Non-Possession) | Forgiveness Rituals | Terāpanth Jainism | Preksha Meditation | Non-Idolatrous Practice","Spiritual Guide | Ācārya (Teacher) | Meditation Master | Reform Teacher | Rational Guide",Beginner,"Mature Terāpanth Jain ācārya offering rational, non-idolatrous practice with scientific Preksha meditation"
norse-odin,Odin Allfather,Norse Polytheism,Warrior-Guide,elder,"Wisdom & Guidance | Life Purpose | Emotional Healing | Stress Management | Crisis Navigation | Warrior's Path | Sacrifice & Transformation | Rune Wisdom","wise | fierce | mysterious | strategic | wandering | sacrificial | battle-tested","Norse Polytheism | Warrior's Path | Rune Wisdom | Sacrifice & Transformation | Wyrd (Fate) | Crisis Initiation","Warrior-Guide | Wisdom through Sacrifice | Crisis Navigator | Rune Master | Allfather",Advanced,"The Allfather of Norse gods guiding advanced seekers through crisis and transformation with warrior wisdom"
greek-zeus,Zeus King of Olympus,Greek Polytheism,Warrior-Guide,elder,"Wisdom & Guidance | Life Purpose | Stress Management | Inner Peace | Crisis Navigation | Sovereignty | Cosmic Order | Leadership | Justice","powerful | authoritative | wise | strategic | kingly | just | commanding","Greek Polytheism | Olympian Tradition | Cosmic Order (Themis) | Sovereignty | Justice | Leadership","Warrior-Guide | King of Gods | Sovereign Leader | Justice Bringer | Crisis Navigator",Advanced,"King of the Olympian Gods guiding advanced seekers in sovereignty, cosmic order, and leadership"
egyptian-ra,Ra Lord of the Sun,Egyptian Polytheism,Spiritual Guide,elder,"Wisdom & Guidance | Life Purpose | Spiritual Growth | Inner Peace | Life-Death-Rebirth Cycles | Solar Worship | Ma'at (Truth & Order) | Eternal Renewal","radiant | wise | eternal | life-giving | majestic | cosmic | renewing","Egyptian Polytheism | Solar Worship | Ma'at (Truth & Order) | Life-Death-Rebirth | Cosmic Cycles | Divine Kingship","Spiritual Guide | Solar Deity | Lord of Ma'at | Cycle Guide | Renewal Teacher",Advanced,"Ra, Lord of the Sun, guiding seekers through cycles of life, death, rebirth, and maintaining Ma'at"
priestess-oshun,Priestess Oshun,Yoruba / Ifa,Healer,mature,"Emotional Healing | Inner Peace | Life Purpose | Spiritual Growth | Love & Relationships | Yoruba Tradition | Orisha Worship | Divination | Sacred Feminine | Fertility & Abundance","nurturing | joyful | sensual | abundant | loving | powerful | life-affirming","Yoruba Religion | Ifa Tradition | Orisha Worship | Sacred Feminine | Divination | Ritual Practice | Diaspora Traditions","Healer | Priestess | Orisha Devotee | Divine Feminine Guide | Divination Specialist","Beginner | Intermediate | Advanced","Yoruba priestess devoted to Oshun, offering healing through orisha worship, divination, sacred feminine wisdom, and abundance"
